id,call_date,duration,user_id
1000_143,2018-10-21,7.56,1000
1000_144,2018-07-10,12.81,1000
1000_145,2018-08-04,13.87,1000
1000_146,2018-09-10,0.0,1000
1000_147,2018-07-18,19.64,1000
1000_148,2018-07-11,0.0,1000
1000_149,2018-08-14,5.42,1000
1000_150,2018-09-20,0.0,1000
1000_151,2018-11-04,15.11,1000
1000_152,2018-10-16,12.17,1000
1000_153,2018-12-05,7.6,1000
1000_154,2018-06-22,7.02,1000
1000_155,2018-08-15,20.44,1000
1000_156,2018-07-04,7.17,1000
1000_157,2018-10-13,8.81,1000
1000_158,2018-09-06,6.01,1000
1000_159,2018-08-09,7.14,1000
1000_160,2018-12-25,7.31,1000
1000_161,2018-08-29,7.68,1000
1000_162,2018-06-12,4.59,1000
1000_163,2018-12-02,13.26,1000
1000_164,2018-11-12,5.94,1000
1000_165,2018-12-22,16.28,1000
1000_166,2018-10-08,17.73,1000
1000_167,2018-07-17,8.37,1000
1000_168,2018-09-18,17.15,1000
1000_169,2018-09-27,0.0,1000
1000_170,2018-09-15,6.59,1000
1000_171,2018-10-14,1.63,1000
1000_172,2018-07-29,10.92,1000
1000_173,2018-11-15,0.0,1000
1000_174,2018-09-14,8.41,1000
1000_175,2018-11-26,2.59,1000
1000_176,2018-10-18,4.22,1000
1000_177,2018-09-19,0.0,1000
1000_178,2018-07-12,6.53,1000
1000_179,2018-11-01,10.97,1000
1000_180,2018-06-19,9.01,1000
1000_181,2018-06-07,3.4,1000
1000_182,2018-11-25,2.15,1000
1000_183,2018-12-07,5.69,1000
1000_184,2018-08-17,0.0,1000
1000_185,2018-12-01,4.88,1000
1000_186,2018-05-31,16.97,1000
1000_187,2018-10-16,6.92,1000
1000_188,2018-06-27,0.0,1000
1000_189,2018-12-03,6.51,1000
1000_190,2018-08-26,0.0,1000
1000_191,2018-05-31,0.0,1000
1000_192,2018-08-25,14.91,1000
1000_193,2018-06-28,0.0,1000
1000_194,2018-05-26,13.01,1000
1000_195,2018-09-21,0.0,1000
1000_196,2018-10-15,4.38,1000
1000_197,2018-11-01,9.41,1000
1000_198,2018-09-13,2.45,1000
1000_199,2018-11-19,6.17,1000
1000_200,2018-07-21,8.73,1000
1000_201,2018-07-28,0.3,1000
1000_202,2018-08-11,11.8,1000
1000_203,2018-09-11,3.42,1000
1000_204,2018-09-25,12.3,1000
1000_205,2018-05-31,0.0,1000
1000_206,2018-06-21,0.0,1000
1000_207,2018-11-26,0.0,1000
1000_208,2018-11-27,16.86,1000
1000_209,2018-10-27,0.0,1000
1000_210,2018-08-13,13.0,1000
1000_211,2018-10-06,0.0,1000
1000_212,2018-07-18,14.54,1000
1000_213,2018-08-10,4.66,1000
1000_214,2018-08-07,0.79,1000
1000_215,2018-10-13,0.0,1000
1000_216,2018-09-27,0.0,1000
1000_217,2018-11-14,3.65,1000
1000_218,2018-12-03,0.0,1000
1000_219,2018-07-21,1.83,1000
1000_220,2018-11-27,24.18,1000
1000_221,2018-09-27,0.0,1000
1000_222,2018-11-23,4.54,1000
1000_223,2018-09-24,11.23,1000
1000_224,2018-10-01,12.47,1000
1000_225,2018-06-20,9.99,1000
1000_226,2018-08-09,8.8,1000
1000_227,2018-11-15,3.76,1000
1000_228,2018-10-19,4.41,1000
1000_229,2018-07-26,5.32,1000
1000_230,2018-09-12,15.24,1000
1000_231,2018-10-25,0.0,1000
1000_232,2018-07-27,7.64,1000
1000_233,2018-11-24,9.57,1000
1000_234,2018-07-28,2.77,1000
1000_235,2018-06-02,1.35,1000
1000_236,2018-05-31,8.79,1000
1000_237,2018-12-23,8.55,1000
1000_238,2018-12-15,0.0,1000
1000_239,2018-12-09,9.65,1000
1000_240,2018-08-11,5.29,1000
1000_241,2018-05-28,0.0,1000
1000_242,2018-12-10,5.17,1000
1000_243,2018-12-09,1.27,1000
1000_244,2018-06-10,9.63,1000
1000_245,2018-10-02,14.11,1000
1000_246,2018-06-14,0.0,1000
1000_247,2018-08-25,5.6,1000
1000_248,2018-10-08,9.99,1000
1000_249,2018-07-10,5.08,1000
1000_250,2018-06-24,0.0,1000
1000_251,2018-06-26,0.0,1000
1000_252,2018-11-11,6.92,1000
1000_253,2018-11-04,6.17,1000
1000_254,2018-11-05,10.84,1000
1000_255,2018-06-29,1.98,1000
1000_256,2018-06-22,0.0,1000
1000_257,2018-09-05,18.09,1000
1000_258,2018-08-23,0.0,1000
1000_259,2018-11-24,9.17,1000
1000_260,2018-07-12,9.77,1000
1000_261,2018-09-14,18.5,1000
1000_262,2018-08-15,14.15,1000
1000_263,2018-07-27,10.78,1000
1000_264,2018-09-23,0.0,1000
1000_265,2018-08-19,18.81,1000
1000_266,2018-08-03,0.0,1000
1000_267,2018-09-03,8.7,1000
1000_268,2018-06-22,6.81,1000
1000_269,2018-07-19,17.37,1000
1000_270,2018-10-01,8.94,1000
1000_271,2018-06-25,3.52,1000
1000_272,2018-09-02,19.38,1000
1000_273,2018-05-31,9.16,1000
1000_274,2018-05-27,3.43,1000
1000_275,2018-07-07,0.14,1000
1000_276,2018-11-16,13.19,1000
1000_277,2018-07-06,6.57,1000
1000_278,2018-08-11,11.99,1000
1000_279,2018-09-09,7.51,1000
1000_280,2018-12-12,3.57,1000
1000_281,2018-09-08,0.0,1000
1000_282,2018-10-11,2.06,1000
1000_283,2018-10-24,11.72,1000
1000_284,2018-05-29,4.21,1000
1000_285,2018-12-19,0.0,1000
1000_286,2018-05-31,17.94,1000
1000_287,2018-12-15,13.86,1000
1000_288,2018-08-30,17.32,1000
1000_289,2018-09-17,16.28,1000
1000_290,2018-08-23,8.95,1000
1000_291,2018-07-20,0.0,1000
1000_292,2018-07-24,3.86,1000
1000_293,2018-09-05,16.07,1000
1000_294,2018-11-05,2.62,1000
1000_295,2018-06-21,4.3,1000
1000_296,2018-10-20,9.79,1000
1000_297,2018-07-02,3.79,1000
1000_298,2018-11-20,15.3,1000
1000_299,2018-08-10,15.59,1000
1000_300,2018-08-19,0.0,1000
1000_301,2018-09-07,13.1,1000
1000_302,2018-09-20,12.64,1000
1000_303,2018-10-26,6.3,1000
1000_304,2018-12-04,1.43,1000
1000_305,2018-12-29,0.0,1000
1000_306,2018-06-22,2.41,1000
1000_307,2018-06-28,0.0,1000
1000_308,2018-10-03,15.54,1000
1000_309,2018-12-08,0.0,1000
1000_310,2018-10-28,4.31,1000
1000_311,2018-06-26,3.94,1000
1000_312,2018-06-22,1.39,1000
1000_313,2018-09-08,12.53,1000
1000_314,2018-09-16,0.75,1000
1000_315,2018-10-20,2.59,1000
1000_316,2018-06-08,5.22,1000
1000_317,2018-12-09,8.57,1000
1000_318,2018-10-14,12.37,1000
1000_319,2018-06-12,8.61,1000
1000_320,2018-09-27,7.58,1000
1000_321,2018-10-05,0.0,1000
1000_322,2018-12-08,2.61,1000
1000_323,2018-12-23,0.0,1000
1000_324,2018-11-28,7.69,1000
1000_325,2018-09-17,9.39,1000
1000_326,2018-06-29,0.0,1000
1000_327,2018-08-17,0.0,1000
1000_328,2018-12-12,8.56,1000
1000_329,2018-10-29,0.0,1000
1000_330,2018-12-04,13.15,1000
1000_331,2018-06-14,13.72,1000
1000_332,2018-12-27,16.48,1000
1000_333,2018-10-05,5.73,1000
1000_334,2018-12-03,0.09,1000
1000_335,2018-05-26,1.91,1000
1000_336,2018-12-21,2.32,1000
1000_337,2018-09-10,7.21,1000
1000_338,2018-05-26,10.17,1000
1000_339,2018-10-16,9.52,1000
1000_340,2018-05-28,8.17,1000
1000_341,2018-11-29,0.0,1000
1000_342,2018-10-29,14.41,1000
1000_343,2018-08-23,5.59,1000
1000_344,2018-12-27,1.24,1000
1000_345,2018-10-14,0.0,1000
1000_346,2018-10-30,1.97,1000
1000_347,2018-10-21,4.1,1000
1000_348,2018-11-08,2.34,1000
1000_349,2018-08-01,2.92,1000
1000_350,2018-09-02,5.58,1000
1000_351,2018-09-28,0.0,1000
1000_352,2018-10-27,4.93,1000
1000_353,2018-10-29,12.9,1000
1000_354,2018-10-30,2.36,1000
1000_355,2018-06-13,0.0,1000
1000_356,2018-07-08,11.59,1000
1000_357,2018-11-09,6.23,1000
1000_358,2018-12-12,21.18,1000
1000_359,2018-05-29,7.14,1000
1000_360,2018-08-25,9.35,1000
1000_361,2018-05-30,0.33,1000
1000_362,2018-10-02,6.9,1000
1000_363,2018-08-22,7.33,1000
1000_364,2018-09-13,2.11,1000
1000_365,2018-06-23,0.34,1000
1000_366,2018-12-06,4.37,1000
1000_367,2018-12-13,19.46,1000
1001_0,2018-11-13,10.82,1001
1001_1,2018-12-14,15.36,1001
1001_2,2018-11-20,2.94,1001
1001_3,2018-12-27,7.39,1001
1001_4,2018-11-19,19.07,1001
1001_5,2018-12-11,11.09,1001
1001_6,2018-12-30,0.0,1001
1001_7,2018-11-24,15.3,1001
1001_8,2018-12-09,0.62,1001
1001_9,2018-12-08,0.0,1001
1001_10,2018-11-22,14.07,1001
1001_11,2018-12-04,12.72,1001
1001_12,2018-12-06,0.0,1001
1001_13,2018-11-15,15.52,1001
1001_14,2018-11-01,6.16,1001
1001_15,2018-12-29,5.87,1001
1001_16,2018-11-29,0.0,1001
1001_17,2018-12-28,4.44,1001
1001_18,2018-12-06,2.09,1001
1001_19,2018-12-20,11.97,1001
1001_20,2018-11-03,13.16,1001
1001_21,2018-11-13,1.75,1001
1001_22,2018-12-18,0.0,1001
1001_23,2018-11-24,0.0,1001
1001_24,2018-11-04,11.69,1001
1001_25,2018-11-02,6.75,1001
1001_26,2018-12-15,14.15,1001
1001_27,2018-11-20,12.64,1001
1001_28,2018-11-18,15.69,1001
1001_29,2018-12-04,1.24,1001
1001_30,2018-12-19,17.86,1001
1001_31,2018-11-26,8.95,1001
1001_32,2018-12-15,0.0,1001
1001_33,2018-12-23,2.24,1001
1001_34,2018-12-08,2.95,1001
1001_35,2018-12-04,1.59,1001
1001_36,2018-11-19,13.34,1001
1001_37,2018-11-27,4.57,1001
1001_38,2018-11-03,3.86,1001
1001_39,2018-11-29,0.0,1001
1001_40,2018-12-21,2.21,1001
1001_41,2018-12-25,11.86,1001
1001_42,2018-11-18,0.0,1001
1001_43,2018-11-10,6.58,1001
1001_44,2018-11-03,0.0,1001
1001_45,2018-12-14,15.32,1001
1001_46,2018-11-02,0.0,1001
1001_47,2018-11-25,8.33,1001
1001_48,2018-12-25,0.0,1001
1001_49,2018-12-22,10.8,1001
1001_50,2018-11-20,0.0,1001
1001_51,2018-12-10,0.0,1001
1001_52,2018-12-26,13.13,1001
1001_53,2018-12-04,5.53,1001
1001_54,2018-12-07,13.97,1001
1001_55,2018-11-20,0.0,1001
1001_56,2018-11-30,3.46,1001
1001_57,2018-11-08,0.0,1001
1001_58,2018-12-23,3.66,1001
1001_59,2018-12-10,0.0,1001
1001_60,2018-11-19,0.0,1001
1001_61,2018-11-10,9.76,1001
1001_62,2018-11-03,0.0,1001
1001_63,2018-12-22,4.57,1001
1001_64,2018-11-20,7.2,1001
1001_65,2018-11-09,3.09,1001
1001_66,2018-12-17,8.69,1001
1001_67,2018-12-25,6.29,1001
1001_68,2018-11-20,3.23,1001
1001_69,2018-11-27,10.23,1001
1001_70,2018-12-14,0.0,1001
1001_71,2018-12-16,9.57,1001
1001_72,2018-11-17,6.17,1001
1001_73,2018-12-10,2.36,1001
1001_74,2018-11-20,0.57,1001
1001_75,2018-11-27,0.0,1001
1001_76,2018-11-22,9.73,1001
1001_77,2018-12-17,16.42,1001
1001_78,2018-11-02,12.83,1001
1001_79,2018-12-17,8.65,1001
1001_80,2018-12-29,12.36,1001
1001_81,2018-12-17,18.79,1001
1001_82,2018-12-10,9.04,1001
1001_83,2018-12-31,0.0,1001
1001_84,2018-11-18,0.0,1001
1001_85,2018-12-12,0.01,1001
1001_86,2018-12-08,0.0,1001
1001_87,2018-12-26,10.66,1001
1001_88,2018-12-20,0.0,1001
1001_89,2018-11-22,5.17,1001
1001_90,2018-11-23,4.58,1001
1001_91,2018-11-05,0.0,1001
1001_92,2018-11-25,18.81,1001
1001_93,2018-11-14,5.71,1001
1001_94,2018-11-14,4.82,1001
1001_95,2018-12-03,10.26,1001
1001_96,2018-12-23,11.7,1001
1001_97,2018-11-07,13.2,1001
1001_98,2018-12-07,3.01,1001
1001_99,2018-11-29,11.02,1001
1001_100,2018-12-27,10.62,1001
1001_101,2018-12-09,0.63,1001
1001_102,2018-12-28,0.0,1001
1001_103,2018-11-17,5.42,1001
1001_104,2018-11-01,17.82,1001
1001_105,2018-12-25,0.44,1001
1001_106,2018-11-26,9.15,1001
1001_107,2018-12-18,0.0,1001
1001_108,2018-11-11,6.24,1001
1001_109,2018-11-18,11.87,1001
1001_110,2018-11-01,6.98,1001
1001_111,2018-11-25,10.06,1001
1001_112,2018-12-14,7.85,1001
1001_113,2018-12-25,0.0,1001
1001_114,2018-12-16,9.23,1001
1001_115,2018-12-18,1.67,1001
1001_116,2018-12-29,15.65,1001
1001_117,2018-12-10,0.0,1001
1001_118,2018-12-16,20.97,1001
1001_119,2018-11-15,3.88,1001
1001_120,2018-11-17,15.93,1001
1001_121,2018-12-16,3.84,1001
1002_0,2018-09-21,3.69,1002
1002_1,2018-08-18,2.13,1002
1002_2,2018-12-09,9.91,1002
1002_3,2018-12-04,0.0,1002
1002_4,2018-12-13,4.84,1002
1002_5,2018-11-26,12.18,1002
1002_6,2018-08-24,5.96,1002
1002_7,2018-12-22,8.45,1002
1002_8,2018-06-25,0.0,1002
1002_9,2018-06-22,18.76,1002
1002_10,2018-07-09,7.28,1002
1002_11,2018-07-07,10.77,1002
1002_12,2018-11-26,20.65,1002
1002_13,2018-11-29,3.21,1002
1002_14,2018-12-14,15.71,1002
1002_15,2018-08-29,15.7,1002
1002_16,2018-11-13,0.0,1002
1002_17,2018-10-15,0.0,1002
1002_18,2018-07-16,26.44,1002
1002_19,2018-08-20,8.78,1002
1002_20,2018-11-07,2.94,1002
1002_21,2018-08-24,0.0,1002
1002_22,2018-09-12,1.3,1002
1002_23,2018-08-05,8.15,1002
1002_24,2018-12-02,0.94,1002
1002_25,2018-08-09,2.47,1002
1002_26,2018-12-03,2.2,1002
1002_27,2018-10-20,17.49,1002
1002_28,2018-11-29,15.16,1002
1002_29,2018-08-06,4.04,1002
1002_30,2018-10-30,3.57,1002
1002_31,2018-11-05,1.81,1002
1002_32,2018-11-08,7.05,1002
1002_33,2018-10-11,7.06,1002
1002_34,2018-10-31,16.83,1002
1002_35,2018-09-04,3.68,1002
1002_36,2018-07-31,6.69,1002
1002_37,2018-08-05,0.0,1002
1002_38,2018-08-19,2.79,1002
1002_39,2018-11-14,2.32,1002
1002_40,2018-09-05,5.43,1002
1002_41,2018-08-05,7.29,1002
1002_42,2018-10-27,0.0,1002
1002_43,2018-09-08,17.39,1002
1002_44,2018-11-06,10.8,1002
1002_45,2018-11-13,0.12,1002
1002_46,2018-11-19,0.0,1002
1002_47,2018-11-20,2.15,1002
1002_48,2018-12-22,7.6,1002
1002_49,2018-06-26,0.79,1002
1002_50,2018-10-17,2.08,1002
1002_51,2018-08-30,0.0,1002
1002_52,2018-12-05,8.83,1002
1002_53,2018-10-24,4.41,1002
1002_54,2018-12-19,0.0,1002
1002_55,2018-09-20,2.73,1002
1002_56,2018-08-07,9.35,1002
1002_57,2018-06-26,22.26,1002
1002_58,2018-07-15,11.86,1002
1002_59,2018-10-22,5.14,1002
1002_60,2018-06-21,7.75,1002
1002_61,2018-07-07,4.48,1002
1002_62,2018-12-06,9.61,1002
1002_63,2018-09-27,5.87,1002
1002_64,2018-09-03,0.0,1002
1002_65,2018-11-05,0.0,1002
1002_66,2018-07-25,0.25,1002
1002_67,2018-11-19,5.78,1002
1002_68,2018-11-16,14.73,1002
1002_69,2018-09-26,11.96,1002
1002_70,2018-06-23,1.22,1002
1002_71,2018-08-15,6.06,1002
1002_72,2018-06-20,10.17,1002
1002_73,2018-09-29,21.63,1002
1002_74,2018-09-08,8.52,1002
1002_75,2018-07-23,12.39,1002
1002_76,2018-10-23,14.74,1002
1002_77,2018-08-24,9.41,1002
1002_78,2018-07-25,0.0,1002
1002_79,2018-11-11,0.0,1002
1002_80,2018-09-16,0.0,1002
1002_81,2018-11-25,15.7,1002
1002_82,2018-11-13,0.0,1002
1002_83,2018-12-23,7.16,1002
1002_84,2018-07-05,0.0,1002
1002_85,2018-10-06,18.4,1002
1002_86,2018-10-28,0.63,1002
1002_87,2018-09-16,13.01,1002
1002_88,2018-08-13,6.71,1002
1002_89,2018-11-26,0.0,1002
1002_90,2018-07-24,10.27,1002
1002_91,2018-12-08,0.0,1002
1002_92,2018-10-17,10.64,1002
1002_93,2018-12-28,0.0,1002
1002_94,2018-09-25,0.0,1002
1002_95,2018-10-25,6.64,1002
1002_96,2018-12-23,14.37,1002
1002_97,2018-07-09,0.0,1002
1002_98,2018-12-25,0.14,1002
1002_99,2018-06-20,12.49,1002
1002_100,2018-07-25,15.93,1002
1002_101,2018-12-18,14.9,1002
1002_102,2018-07-23,17.73,1002
1002_103,2018-12-19,0.9,1002
1002_104,2018-10-22,7.29,1002
1002_105,2018-08-15,4.0,1002
1002_106,2018-11-28,14.45,1002
1002_107,2018-08-15,9.0,1002
1002_108,2018-11-14,0.0,1002
1002_109,2018-09-18,4.59,1002
1002_110,2018-09-24,0.0,1002
1002_111,2018-11-02,8.6,1002
1002_112,2018-10-24,9.04,1002
1002_113,2018-08-18,5.16,1002
1002_114,2018-12-12,6.16,1002
1002_115,2018-10-14,0.0,1002
1002_116,2018-09-22,4.93,1002
1002_117,2018-12-30,2.78,1002
1002_118,2018-09-22,1.88,1002
1002_119,2018-10-19,0.0,1002
1002_120,2018-08-23,0.64,1002
1002_121,2018-08-20,7.59,1002
1002_122,2018-12-21,8.23,1002
1002_123,2018-10-06,0.0,1002
1002_124,2018-10-09,12.91,1002
1002_125,2018-08-05,1.01,1002
1002_126,2018-07-18,4.88,1002
1002_127,2018-09-01,0.81,1002
1002_128,2018-08-11,8.54,1002
1002_129,2018-08-28,11.43,1002
1002_130,2018-11-30,2.24,1002
1002_131,2018-12-31,20.22,1002
1002_132,2018-10-21,6.25,1002
1002_133,2018-08-08,18.52,1002
1002_134,2018-12-07,0.03,1002
1002_135,2018-08-12,16.16,1002
1002_136,2018-11-01,8.27,1002
1002_137,2018-10-14,0.0,1002
1002_138,2018-06-23,2.28,1002
1002_139,2018-11-17,15.26,1002
1002_140,2018-07-01,9.91,1002
1002_141,2018-08-23,1.14,1002
1002_142,2018-06-26,10.9,1002
1002_143,2018-08-09,9.32,1002
1002_144,2018-10-25,0.0,1002
1002_145,2018-12-25,7.25,1002
1002_146,2018-06-19,1.81,1002
1002_147,2018-10-04,0.0,1002
1002_148,2018-08-29,3.57,1002
1002_149,2018-07-22,0.0,1002
1002_150,2018-07-02,4.93,1002
1002_151,2018-07-06,17.11,1002
1002_152,2018-08-31,4.78,1002
1002_153,2018-09-22,4.87,1002
1002_154,2018-10-01,7.17,1002
1002_155,2018-10-02,0.0,1002
1002_156,2018-09-25,11.64,1002
1002_157,2018-12-09,5.39,1002
1002_158,2018-11-27,6.86,1002
1002_159,2018-10-22,4.89,1002
1002_160,2018-08-05,2.34,1002
1002_161,2018-12-02,12.86,1002
1002_162,2018-09-11,0.0,1002
1002_163,2018-09-02,8.27,1002
1002_164,2018-07-06,3.44,1002
1002_165,2018-10-30,9.95,1002
1002_166,2018-07-02,2.05,1002
1002_167,2018-12-17,0.0,1002
1002_168,2018-11-01,5.04,1002
1002_169,2018-08-27,7.59,1002
1002_170,2018-09-16,0.0,1002
1002_171,2018-12-14,15.67,1002
1002_172,2018-11-23,20.15,1002
1002_173,2018-09-04,0.0,1002
1002_174,2018-12-27,0.0,1002
1002_175,2018-10-26,7.48,1002
1002_176,2018-09-07,0.0,1002
1002_177,2018-08-25,3.9,1002
1002_178,2018-12-02,17.07,1002
1002_179,2018-07-29,9.46,1002
1002_180,2018-09-26,0.63,1002
1002_181,2018-08-23,0.0,1002
1002_182,2018-08-12,0.0,1002
1002_183,2018-09-03,12.5,1002
1002_184,2018-10-31,2.43,1002
1002_185,2018-09-02,8.0,1002
1002_186,2018-10-12,8.33,1002
1002_187,2018-06-20,15.69,1002
1002_188,2018-11-30,14.04,1002
1002_189,2018-09-13,0.0,1002
1002_190,2018-09-02,0.0,1002
1002_191,2018-09-19,2.2,1002
1002_192,2018-08-04,1.73,1002
1002_193,2018-08-22,13.53,1002
1002_194,2018-08-22,11.57,1002
1002_195,2018-08-17,14.51,1002
1002_196,2018-08-08,5.1,1002
1002_197,2018-09-27,18.16,1002
1002_198,2018-08-01,4.16,1002
1002_199,2018-12-11,5.21,1002
1002_200,2018-09-17,17.36,1002
1002_201,2018-08-05,15.58,1002
1002_202,2018-11-01,13.19,1002
1002_203,2018-07-26,8.25,1002
1002_204,2018-10-10,6.57,1002
1002_205,2018-07-06,0.0,1002
1002_206,2018-07-25,12.76,1002
1002_207,2018-09-28,0.0,1002
1002_208,2018-07-24,7.87,1002
1002_209,2018-09-15,4.8,1002
1002_210,2018-12-13,1.64,1002
1002_211,2018-06-26,4.63,1002
1002_212,2018-10-13,9.54,1002
1002_213,2018-06-26,0.52,1002
1002_214,2018-06-23,1.1,1002
1002_215,2018-11-26,5.33,1002
1002_216,2018-12-06,14.91,1002
1003_0,2018-09-27,0.0,1003
1003_1,2018-10-28,2.19,1003
1003_2,2018-09-29,6.86,1003
1003_3,2018-12-17,6.04,1003
1003_4,2018-11-03,10.96,1003
1003_5,2018-09-04,11.36,1003
1003_6,2018-09-27,0.0,1003
1003_7,2018-10-03,1.06,1003
1003_8,2018-08-24,0.0,1003
1003_9,2018-12-03,7.64,1003
1003_10,2018-11-13,8.37,1003
1003_11,2018-08-31,18.51,1003
1003_12,2018-12-21,5.59,1003
1003_13,2018-10-17,8.92,1003
1003_14,2018-12-06,5.6,1003
1003_15,2018-10-07,12.66,1003
1003_16,2018-08-19,13.38,1003
1003_17,2018-12-06,0.31,1003
1003_18,2018-11-22,0.26,1003
1003_19,2018-11-28,0.0,1003
1003_20,2018-09-09,3.81,1003
1003_21,2018-12-11,0.0,1003
1003_22,2018-12-18,0.0,1003
1003_23,2018-10-18,0.85,1003
1003_24,2018-11-29,1.15,1003
1003_25,2018-12-28,16.09,1003
1003_26,2018-08-26,5.22,1003
1003_27,2018-10-31,1.44,1003
