,id,mb_used,session_date,user_id
93,1000_93,1364.05,2018-11-20,1000
94,1000_94,107.63,2018-08-07,1000
95,1000_95,250.35,2018-06-29,1000
96,1000_96,544.22,2018-05-28,1000
97,1000_97,568.45,2018-10-14,1000
98,1000_98,775.25,2018-07-13,1000
99,1000_99,318.88,2018-07-27,1000
100,1000_100,664.51,2018-11-30,1000
101,1000_101,891.71,2018-06-25,1000
102,1000_102,361.18,2018-07-26,1000
103,1000_103,0.0,2018-05-26,1000
104,1000_104,248.53,2018-11-16,1000
105,1000_105,615.73,2018-06-30,1000
106,1000_106,253.13,2018-11-13,1000
107,1000_107,603.41,2018-11-11,1000
108,1000_108,116.97,2018-12-18,1000
109,1000_109,693.44,2018-07-11,1000
110,1000_110,259.65,2018-06-18,1000
111,1000_111,0.0,2018-09-01,1000
112,1000_112,986.67,2018-12-02,1000
113,1000_113,752.85,2018-06-14,1000
114,1000_114,716.52,2018-12-25,1000
115,1000_115,566.75,2018-10-02,1000
116,1000_116,613.74,2018-06-16,1000
117,1000_117,985.36,2018-06-24,1000
118,1000_118,27.53,2018-06-09,1000
119,1000_119,452.95,2018-07-21,1000
120,1000_120,490.94,2018-06-17,1000
121,1000_121,788.47,2018-12-05,1000
122,1000_122,390.74,2018-06-06,1000
123,1000_123,563.92,2018-12-25,1000
124,1000_124,1037.27,2018-06-10,1000
125,1000_125,273.67,2018-10-16,1000
126,1000_126,172.51,2018-06-06,1000
127,1000_127,178.19,2018-12-02,1000
128,1000_128,521.25,2018-08-05,1000
129,1000_129,600.62,2018-10-21,1000
130,1000_130,521.92,2018-07-09,1000
131,1000_131,0.0,2018-06-15,1000
132,1000_132,415.57,2018-07-17,1000
133,1000_133,175.54,2018-08-04,1000
134,1000_134,717.66,2018-05-31,1000
135,1000_135,517.36,2018-06-01,1000
136,1000_136,986.8,2018-07-13,1000
137,1000_137,463.39,2018-06-13,1000
138,1000_138,555.33,2018-06-27,1000
139,1000_139,924.69,2018-11-14,1000
140,1000_140,104.16,2018-06-19,1000
141,1000_141,1032.99,2018-06-25,1000
142,1000_142,852.16,2018-10-30,1000
143,1000_143,0.0,2018-12-29,1000
144,1000_144,133.55,2018-07-08,1000
145,1000_145,697.92,2018-11-23,1000
146,1000_146,592.92,2018-10-16,1000
147,1000_147,889.5,2018-08-04,1000
148,1000_148,518.41,2018-07-25,1000
149,1000_149,476.48,2018-08-07,1000
150,1000_150,1094.05,2018-06-01,1000
151,1000_151,772.3,2018-06-21,1000
152,1000_152,620.65,2018-07-23,1000
153,1000_153,873.05,2018-06-20,1000
154,1000_154,184.41,2018-07-07,1000
155,1000_155,177.19,2018-06-28,1000
156,1000_156,405.15,2018-08-31,1000
157,1000_157,0.0,2018-07-11,1000
158,1000_158,646.67,2018-09-08,1000
159,1000_159,558.27,2018-07-14,1000
160,1000_160,939.05,2018-06-27,1000
161,1000_161,626.38,2018-07-29,1000
162,1000_162,359.04,2018-06-05,1000
163,1000_163,574.93,2018-06-25,1000
164,1000_164,336.44,2018-08-11,1000
165,1000_165,0.0,2018-12-21,1000
166,1000_166,577.08,2018-12-24,1000
167,1000_167,947.67,2018-09-19,1000
168,1000_168,708.08,2018-12-19,1000
169,1000_169,722.72,2018-09-06,1000
170,1000_170,998.85,2018-10-13,1000
171,1000_171,348.77,2018-07-29,1000
172,1000_172,640.74,2018-07-04,1000
173,1000_173,526.82,2018-06-06,1000
174,1000_174,790.16,2018-09-04,1000
175,1000_175,809.68,2018-09-30,1000
176,1000_176,797.33,2018-10-04,1000
177,1000_177,762.98,2018-07-28,1000
178,1000_178,412.82,2018-06-30,1000
179,1000_179,94.25,2018-10-22,1000
180,1000_180,637.73,2018-08-02,1000
181,1000_181,515.83,2018-11-07,1000
182,1000_182,372.62,2018-11-08,1000
183,1000_183,371.15,2018-08-21,1000
184,1000_184,510.46,2018-06-30,1000
185,1000_185,289.37,2018-08-30,1000
186,1000_186,606.48,2018-09-27,1000
187,1000_187,330.04,2018-12-24,1000
188,1000_188,185.38,2018-10-04,1000
189,1000_189,5.66,2018-07-31,1000
190,1000_190,413.97,2018-09-17,1000
191,1000_191,0.0,2018-09-17,1000
192,1000_192,789.12,2018-07-02,1000
193,1000_193,0.0,2018-06-17,1000
194,1000_194,369.19,2018-12-30,1000
195,1000_195,310.87,2018-08-26,1000
196,1000_196,814.42,2018-06-08,1000
197,1000_197,178.76,2018-12-29,1000
198,1000_198,178.41,2018-06-17,1000
199,1000_199,731.65,2018-12-03,1000
200,1000_200,271.48,2018-09-16,1000
201,1000_201,0.0,2018-08-21,1000
202,1000_202,815.87,2018-09-26,1000
203,1000_203,364.97,2018-09-26,1000
204,1000_204,952.85,2018-08-27,1000
205,1000_205,559.98,2018-12-30,1000
206,1000_206,1028.22,2018-06-06,1000
207,1000_207,543.68,2018-06-23,1000
208,1000_208,716.08,2018-08-14,1000
209,1000_209,49.78,2018-07-17,1000
210,1000_210,1000.16,2018-10-07,1000
211,1001_0,179.23,2018-12-02,1001
212,1001_1,964.73,2018-12-16,1001
213,1001_2,997.21,2018-11-28,1001
214,1001_3,54.33,2018-11-22,1001
215,1001_4,373.57,2018-11-18,1001
216,1001_5,450.47,2018-11-11,1001
217,1001_6,0.0,2018-12-08,1001
218,1001_7,360.66,2018-11-30,1001
219,1001_8,0.0,2018-12-18,1001
220,1001_9,411.53,2018-12-16,1001
221,1001_10,447.92,2018-12-19,1001
222,1001_11,326.69,2018-12-19,1001
223,1001_12,814.31,2018-11-07,1001
224,1001_13,226.74,2018-11-04,1001
225,1001_14,106.9,2018-11-29,1001
226,1001_15,229.45,2018-11-23,1001
227,1001_16,0.0,2018-11-14,1001
228,1001_17,357.27,2018-11-25,1001
229,1001_18,309.7,2018-12-24,1001
230,1001_19,135.44,2018-11-25,1001
231,1001_20,0.0,2018-12-13,1001
232,1001_21,376.93,2018-11-15,1001
233,1001_22,40.19,2018-11-27,1001
234,1001_23,549.19,2018-12-26,1001
235,1001_24,881.49,2018-11-26,1001
236,1001_25,606.91,2018-12-18,1001
237,1001_26,180.13,2018-12-09,1001
238,1001_27,350.73,2018-11-09,1001
239,1001_28,239.35,2018-12-18,1001
240,1001_29,230.58,2018-12-13,1001
241,1001_30,468.32,2018-11-18,1001
242,1001_31,297.05,2018-11-15,1001
243,1001_32,0.0,2018-11-25,1001
244,1001_33,30.87,2018-12-07,1001
245,1001_34,346.25,2018-12-15,1001
246,1001_35,220.83,2018-12-26,1001
247,1001_36,518.52,2018-11-04,1001
248,1001_37,0.0,2018-11-14,1001
249,1001_38,32.44,2018-11-28,1001
250,1001_39,535.29,2018-11-30,1001
251,1001_40,391.5,2018-12-04,1001
252,1001_41,520.95,2018-11-01,1001
253,1001_42,385.56,2018-12-19,1001
254,1001_43,130.41,2018-11-18,1001
255,1001_44,703.41,2018-11-26,1001
256,1001_45,860.65,2018-11-04,1001
257,1001_46,619.09,2018-12-16,1001
258,1001_47,101.08,2018-12-13,1001
259,1001_48,582.21,2018-11-19,1001
260,1001_49,286.53,2018-11-14,1001
261,1001_50,0.0,2018-12-05,1001
262,1001_51,124.95,2018-11-12,1001
263,1001_52,0.0,2018-12-29,1001
264,1001_53,225.16,2018-12-02,1001
265,1001_54,351.75,2018-12-05,1001
266,1001_55,432.55,2018-12-03,1001
267,1001_56,529.61,2018-12-06,1001
268,1001_57,605.87,2018-11-30,1001
269,1001_58,81.78,2018-12-16,1001
270,1001_59,444.76,2018-11-18,1001
271,1001_60,734.39,2018-12-20,1001
272,1001_61,0.0,2018-11-18,1001
273,1001_62,199.99,2018-11-21,1001
274,1001_63,0.0,2018-11-29,1001
275,1001_64,562.9,2018-12-02,1001
276,1001_65,489.32,2018-11-20,1001
277,1001_66,349.16,2018-11-22,1001
278,1001_67,44.71,2018-11-20,1001
279,1001_68,0.0,2018-12-07,1001
280,1001_69,220.86,2018-11-09,1001
281,1001_70,388.12,2018-11-25,1001
282,1001_71,186.1,2018-11-07,1001
283,1001_72,168.16,2018-12-05,1001
284,1001_73,599.89,2018-12-29,1001
285,1001_74,135.52,2018-12-26,1001
286,1001_75,564.33,2018-12-22,1001
287,1001_76,237.68,2018-11-30,1001
288,1001_77,226.78,2018-11-26,1001
289,1001_78,757.16,2018-12-19,1001
290,1001_79,725.84,2018-11-04,1001
291,1001_80,478.02,2018-11-26,1001
292,1001_81,884.8,2018-12-15,1001
293,1001_82,290.46,2018-12-03,1001
294,1001_83,471.78,2018-11-16,1001
295,1001_84,745.85,2018-11-06,1001
296,1001_85,493.42,2018-11-03,1001
297,1001_86,0.0,2018-11-19,1001
298,1001_87,311.24,2018-11-22,1001
299,1001_88,463.7,2018-11-30,1001
300,1001_89,409.65,2018-12-07,1001
301,1001_90,267.5,2018-11-29,1001
302,1001_91,0.0,2018-11-14,1001
303,1001_92,0.0,2018-11-02,1001
304,1001_93,262.22,2018-11-29,1001
305,1001_94,412.61,2018-12-28,1001
306,1001_95,354.8,2018-12-23,1001
307,1002_0,0.0,2018-08-24,1002
308,1002_1,82.2,2018-08-26,1002
309,1002_2,22.34,2018-08-13,1002
310,1002_3,0.0,2018-12-17,1002
311,1002_4,750.42,2018-08-24,1002
312,1002_5,544.65,2018-07-21,1002
313,1002_6,0.0,2018-06-29,1002
314,1002_7,655.8,2018-09-01,1002
315,1002_8,152.52,2018-10-23,1002
316,1002_9,297.11,2018-09-12,1002
317,1002_10,68.42,2018-09-14,1002
318,1002_11,356.39,2018-10-25,1002
319,1002_12,651.62,2018-09-24,1002
320,1002_13,491.89,2018-12-20,1002
321,1002_14,0.0,2018-11-27,1002
322,1002_15,367.51,2018-11-27,1002
323,1002_16,549.91,2018-11-06,1002
324,1002_17,318.85,2018-06-17,1002
325,1002_18,141.33,2018-09-10,1002
326,1002_19,425.33,2018-12-27,1002
327,1002_20,364.64,2018-10-21,1002
328,1002_21,744.38,2018-12-08,1002
329,1002_22,122.11,2018-09-11,1002
330,1002_23,0.0,2018-11-30,1002
331,1002_24,662.44,2018-09-20,1002
332,1002_25,54.86,2018-07-27,1002
333,1002_26,35.53,2018-09-27,1002
334,1002_27,730.82,2018-08-06,1002
335,1002_28,531.34,2018-11-24,1002
336,1002_29,0.0,2018-09-07,1002
337,1002_30,132.74,2018-07-15,1002
338,1002_31,342.06,2018-12-31,1002
339,1002_32,388.38,2018-08-02,1002
340,1002_33,536.52,2018-12-02,1002
341,1002_34,326.31,2018-08-13,1002
342,1002_35,813.02,2018-07-25,1002
343,1002_36,186.67,2018-12-17,1002
344,1002_37,281.91,2018-07-18,1002
345,1002_38,357.71,2018-06-26,1002
346,1002_39,97.66,2018-08-22,1002
347,1002_40,84.51,2018-07-30,1002
348,1002_41,319.94,2018-07-07,1002
349,1002_42,37.93,2018-12-11,1002
350,1002_43,211.77,2018-06-24,1002
351,1002_44,719.81,2018-06-18,1002
352,1002_45,168.65,2018-11-17,1002
353,1002_46,509.48,2018-10-24,1002
354,1002_47,823.56,2018-08-29,1002
355,1002_48,629.38,2018-12-01,1002
356,1002_49,652.38,2018-06-22,1002
357,1002_50,0.0,2018-07-30,1002
358,1002_51,656.93,2018-07-24,1002
359,1002_52,47.2,2018-09-06,1002
360,1002_53,652.33,2018-10-14,1002
361,1002_54,474.71,2018-09-30,1002
362,1002_55,117.66,2018-08-25,1002
363,1002_56,206.28,2018-09-11,1002
364,1002_57,177.05,2018-09-05,1002
365,1002_58,473.37,2018-07-07,1002
366,1002_59,545.84,2018-12-03,1002
367,1002_60,834.0,2018-09-14,1002
368,1002_61,488.21,2018-10-23,1002
369,1002_62,364.85,2018-08-01,1002
370,1002_63,706.58,2018-06-17,1002
371,1002_64,0.0,2018-09-06,1002
372,1002_65,231.93,2018-11-16,1002
373,1002_66,0.0,2018-12-05,1002
374,1002_67,388.45,2018-10-24,1002
375,1002_68,0.0,2018-08-25,1002
376,1002_69,262.48,2018-09-30,1002
377,1002_70,1.62,2018-10-29,1002
378,1002_71,607.13,2018-07-22,1002
379,1002_72,457.27,2018-09-04,1002
380,1002_73,0.0,2018-12-04,1002
381,1002_74,235.63,2018-10-01,1002
382,1002_75,0.0,2018-09-23,1002
383,1002_76,810.82,2018-11-26,1002
384,1002_77,0.0,2018-09-09,1002
385,1002_78,511.93,2018-10-23,1002
386,1002_79,0.0,2018-06-29,1002
387,1002_80,0.0,2018-09-13,1002
388,1002_81,580.35,2018-08-23,1002
389,1002_82,313.03,2018-12-13,1002
390,1002_83,231.2,2018-08-24,1002
391,1002_84,347.58,2018-09-17,1002
392,1002_85,500.94,2018-07-03,1002
393,1002_86,0.0,2018-08-11,1002
394,1002_87,85.52,2018-11-13,1002
395,1002_88,643.69,2018-11-12,1002
396,1002_89,527.58,2018-08-14,1002
397,1002_90,781.25,2018-11-11,1002
398,1002_91,0.0,2018-11-16,1002
399,1002_92,0.0,2018-07-08,1002
400,1002_93,376.87,2018-08-30,1002
401,1002_94,330.8,2018-12-30,1002
402,1002_95,384.02,2018-08-29,1002
403,1002_96,440.35,2018-07-10,1002
404,1002_97,0.0,2018-10-23,1002
405,1002_98,439.71,2018-10-29,1002
406,1002_99,0.0,2018-08-02,1002
407,1002_100,490.1,2018-11-21,1002
408,1002_101,0.0,2018-11-10,1002
409,1002_102,163.94,2018-12-18,1002
410,1002_103,0.0,2018-09-17,1002
411,1002_104,437.32,2018-10-29,1002
412,1002_105,272.3,2018-08-12,1002
413,1002_106,0.0,2018-12-13,1002
414,1002_107,766.86,2018-06-28,1002
415,1002_108,0.0,2018-11-02,1002
416,1002_109,274.57,2018-08-14,1002
417,1002_110,37.16,2018-11-11,1002
418,1002_111,563.99,2018-11-24,1002
419,1002_112,541.46,2018-07-31,1002
420,1002_113,228.01,2018-12-17,1002
421,1002_114,220.66,2018-12-19,1002
422,1002_115,382.55,2018-06-21,1002
423,1002_116,386.18,2018-08-31,1002
424,1002_117,59.67,2018-09-22,1002
425,1002_118,0.0,2018-06-25,1002
426,1002_119,313.59,2018-08-27,1002
427,1002_120,594.03,2018-11-18,1002
428,1002_121,0.0,2018-11-19,1002
429,1002_122,9.47,2018-07-26,1002
430,1002_123,524.19,2018-12-19,1002
431,1002_124,279.52,2018-08-25,1002
432,1002_125,506.67,2018-11-28,1002
433,1002_126,164.02,2018-12-24,1002
434,1002_127,540.13,2018-06-19,1002
435,1002_128,82.3,2018-10-06,1002
436,1002_129,445.65,2018-09-06,1002
437,1002_130,747.51,2018-11-02,1002
438,1002_131,188.1,2018-07-20,1002
439,1002_132,0.0,2018-11-18,1002
440,1002_133,42.41,2018-10-07,1002
441,1002_134,69.57,2018-09-04,1002
442,1002_135,288.79,2018-10-09,1002
443,1002_136,262.7,2018-11-29,1002
444,1002_137,560.56,2018-08-29,1002
445,1002_138,455.8,2018-07-12,1002
446,1002_139,372.9,2018-07-24,1002
447,1002_140,1113.69,2018-11-16,1002
448,1002_141,424.93,2018-10-20,1002
449,1002_142,0.0,2018-11-03,1002
450,1002_143,898.28,2018-10-11,1002
451,1002_144,419.38,2018-12-26,1002
452,1002_145,199.25,2018-12-09,1002
453,1002_146,368.73,2018-12-26,1002
454,1002_147,454.8,2018-06-30,1002
455,1002_148,246.65,2018-12-03,1002
456,1002_149,292.3,2018-12-10,1002
457,1002_150,383.15,2018-12-21,1002
458,1002_151,576.93,2018-07-08,1002
459,1002_152,399.82,2018-11-15,1002
460,1002_153,238.31,2018-11-24,1002
461,1002_154,459.63,2018-09-30,1002
462,1002_155,341.31,2018-06-30,1002
463,1002_156,0.0,2018-06-24,1002
464,1002_157,0.0,2018-10-05,1002
465,1002_158,150.21,2018-11-22,1002
466,1002_159,0.0,2018-07-14,1002
467,1002_160,400.25,2018-11-26,1002
468,1002_161,612.09,2018-09-16,1002
469,1002_162,710.91,2018-07-28,1002
470,1002_163,181.25,2018-06-27,1002
471,1002_164,594.39,2018-09-12,1002
472,1002_165,7.17,2018-06-23,1002
473,1002_166,497.29,2018-08-26,1002
474,1002_167,307.27,2018-11-21,1002
475,1002_168,76.05,2018-07-27,1002
476,1002_169,344.05,2018-12-30,1002
477,1002_170,0.0,2018-07-12,1002
478,1002_171,552.94,2018-12-11,1002
479,1002_172,516.69,2018-12-23,1002
480,1002_173,995.66,2018-08-28,1002
481,1002_174,291.38,2018-08-13,1002
482,1002_175,316.82,2018-10-15,1002
483,1002_176,275.65,2018-12-25,1002
484,1002_177,637.89,2018-10-29,1002
485,1002_178,723.81,2018-12-30,1002
486,1002_179,0.0,2018-12-25,1002
487,1002_180,507.55,2018-11-04,1002
488,1002_181,318.39,2018-08-08,1002
489,1002_182,668.95,2018-12-22,1002
490,1002_183,667.33,2018-09-29,1002
491,1002_184,412.51,2018-06-26,1002
492,1002_185,0.0,2018-07-02,1002
493,1002_186,5.81,2018-11-26,1002
494,1002_187,454.39,2018-06-18,1002
495,1002_188,194.61,2018-11-20,1002
496,1002_189,24.34,2018-07-25,1002
497,1002_190,283.06,2018-08-13,1002
498,1002_191,511.15,2018-11-06,1002
499,1002_192,679.69,2018-12-06,1002
500,1002_193,218.49,2018-06-23,1002
501,1002_194,165.22,2018-12-21,1002
502,1002_195,66.64,2018-08-15,1002
503,1002_196,111.3,2018-10-16,1002
504,1002_197,469.55,2018-07-09,1002
505,1002_198,457.09,2018-11-14,1002
506,1002_199,269.75,2018-08-04,1002
507,1002_200,0.0,2018-10-15,1002
508,1002_201,387.63,2018-09-21,1002
509,1002_202,573.25,2018-06-20,1002
510,1002_203,442.15,2018-08-24,1002
511,1002_204,354.02,2018-08-25,1002
512,1002_205,474.67,2018-08-17,1002
513,1002_206,0.0,2018-07-29,1002
514,1002_207,110.24,2018-10-29,1002
515,1002_208,829.14,2018-06-20,1002
516,1002_209,195.13,2018-12-07,1002
517,1002_210,197.61,2018-11-15,1002
518,1002_211,0.0,2018-07-16,1002
519,1002_212,765.99,2018-07-17,1002
520,1002_213,0.0,2018-09-01,1002
521,1002_214,223.58,2018-08-31,1002
522,1002_215,224.21,2018-11-20,1002
523,1002_216,400.98,2018-12-23,1002
524,1002_217,0.0,2018-07-17,1002
525,1002_218,392.7,2018-12-25,1002
526,1002_219,499.24,2018-08-27,1002
527,1002_220,275.29,2018-08-28,1002
528,1002_221,594.96,2018-11-20,1002
529,1002_222,153.48,2018-11-06,1002
530,1002_223,101.75,2018-07-04,1002
531,1002_224,212.01,2018-09-25,1002
532,1002_225,41.38,2018-12-17,1002
533,1002_226,142.09,2018-07-31,1002
534,1002_227,103.43,2018-10-25,1002
535,1002_228,0.0,2018-09-12,1002
536,1002_229,329.23,2018-10-29,1002
537,1002_230,182.04,2018-07-23,1002
538,1002_231,423.91,2018-07-27,1002
539,1002_232,0.0,2018-08-03,1002
540,1002_233,0.0,2018-08-02,1002
541,1002_234,286.26,2018-12-24,1002
542,1002_235,158.7,2018-10-26,1002
543,1002_236,0.0,2018-12-01,1002
544,1002_237,123.76,2018-12-04,1002
545,1002_238,71.43,2018-06-26,1002
546,1002_239,16.94,2018-09-02,1002
547,1002_240,224.25,2018-07-26,1002
548,1002_241,172.0,2018-12-29,1002
549,1002_242,147.12,2018-08-05,1002
550,1002_243,0.0,2018-06-22,1002
551,1002_244,178.56,2018-08-09,1002
552,1002_245,333.29,2018-09-28,1002
553,1002_246,593.5,2018-10-18,1002
554,1002_247,0.0,2018-08-12,1002
555,1002_248,582.81,2018-08-27,1002
556,1002_249,186.42,2018-07-23,1002
557,1002_250,0.0,2018-11-15,1002
558,1002_251,606.01,2018-07-21,1002
559,1002_252,830.71,2018-08-08,1002
560,1002_253,200.44,2018-12-17,1002
561,1002_254,386.55,2018-09-14,1002
562,1002_255,50.31,2018-07-02,1002
563,1002_256,463.49,2018-08-12,1002
564,1002_257,150.74,2018-10-27,1002
565,1002_258,402.44,2018-11-21,1002
566,1002_259,0.0,2018-11-23,1002
567,1002_260,234.97,2018-09-04,1002
568,1002_261,925.83,2018-09-07,1002
569,1002_262,779.48,2018-11-10,1002
570,1002_263,0.0,2018-09-03,1002
571,1002_264,35.05,2018-11-25,1002
572,1002_265,87.59,2018-07-02,1002
573,1002_266,85.73,2018-09-19,1002
574,1002_267,512.34,2018-07-11,1002
575,1002_268,577.87,2018-07-02,1002
576,1002_269,134.48,2018-12-01,1002
577,1002_270,15.68,2018-06-25,1002
578,1002_271,752.44,2018-09-02,1002
579,1002_272,444.03,2018-08-22,1002
580,1002_273,291.91,2018-10-19,1002
581,1002_274,464.74,2018-07-01,1002
582,1002_275,427.69,2018-09-23,1002
583,1002_276,355.27,2018-07-25,1002
584,1002_277,0.0,2018-12-12,1002
585,1002_278,0.0,2018-07-12,1002
586,1002_279,260.72,2018-12-15,1002
587,1002_280,538.34,2018-12-08,1002
588,1002_281,370.54,2018-06-28,1002
589,1002_282,359.8,2018-12-14,1002
590,1002_283,0.0,2018-09-12,1002
591,1002_284,0.0,2018-07-14,1002
592,1002_285,445.04,2018-08-23,1002
593,1002_286,691.05,2018-07-13,1002
594,1002_287,173.0,2018-12-23,1002
595,1002_288,140.98,2018-09-25,1002
596,1002_289,0.0,2018-07-08,1002
597,1002_290,586.07,2018-06-22,1002
598,1002_291,473.92,2018-12-25,1002
599,1002_292,22.57,2018-09-19,1002
600,1002_293,0.0,2018-10-15,1002
601,1002_294,330.88,2018-07-08,1002
602,1002_295,129.64,2018-06-30,1002
603,1002_296,939.66,2018-11-12,1002
604,1002_297,546.0,2018-08-10,1002
605,1002_298,39.4,2018-12-14,1002
606,1002_299,457.84,2018-08-24,1002
607,1002_300,0.0,2018-07-23,1002
608,1002_301,312.48,2018-06-24,1002
609,1002_302,0.0,2018-12-22,1002
610,1002_303,963.15,2018-08-16,1002
611,1002_304,889.93,2018-08-18,1002
612,1002_305,300.31,2018-11-11,1002
613,1002_306,796.6,2018-09-29,1002
614,1002_307,397.32,2018-06-24,1002
615,1002_308,0.0,2018-06-24,1002
616,1002_309,393.64,2018-12-06,1002
617,1002_310,1055.82,2018-07-12,1002
618,1002_311,526.72,2018-12-15,1002
619,1002_312,333.29,2018-09-16,1002
620,1002_313,441.15,2018-07-10,1002
621,1002_314,594.59,2018-07-17,1002
622,1002_315,207.99,2018-07-03,1002
623,1002_316,613.98,2018-10-04,1002
624,1002_317,0.0,2018-07-26,1002
625,1002_318,622.23,2018-11-30,1002
626,1002_319,108.04,2018-08-27,1002
627,1002_320,503.87,2018-12-22,1002
628,1002_321,346.65,2018-11-23,1002
629,1002_322,203.48,2018-10-21,1002
630,1002_323,625.7,2018-09-24,1002
631,1002_324,106.27,2018-09-07,1002
632,1002_325,412.91,2018-11-21,1002
633,1002_326,0.0,2018-07-26,1002
634,1002_327,0.0,2018-09-23,1002
635,1002_328,526.18,2018-08-29,1002
636,1002_329,358.04,2018-12-29,1002
637,1002_330,597.13,2018-12-02,1002
638,1002_331,512.09,2018-09-23,1002
639,1002_332,370.77,2018-09-03,1002
640,1002_333,0.0,2018-08-30,1002
641,1002_334,651.73,2018-11-24,1002
642,1002_335,0.0,2018-08-26,1002
643,1002_336,131.99,2018-12-03,1002
644,1002_337,816.59,2018-10-19,1002
645,1002_338,385.54,2018-10-17,1002
646,1002_339,87.14,2018-11-25,1002
647,1002_340,0.0,2018-12-01,1002
648,1002_341,520.71,2018-10-04,1002
649,1002_342,275.73,2018-11-09,1002
650,1002_343,0.0,2018-09-19,1002
651,1002_344,898.79,2018-09-20,1002
652,1002_345,708.71,2018-09-03,1002
653,1002_346,0.0,2018-08-07,1002
654,1002_347,602.11,2018-11-17,1002
655,1002_348,0.0,2018-12-03,1002
656,1002_349,0.0,2018-10-31,1002
657,1002_350,372.03,2018-08-31,1002
658,1002_351,721.4,2018-06-30,1002
659,1002_352,123.31,2018-06-25,1002
660,1002_353,383.5,2018-08-07,1002
661,1002_354,88.92,2018-12-20,1002
662,1002_355,884.27,2018-10-24,1002
663,1002_356,0.0,2018-11-18,1002
